"FL_IDs"	"Drug"	"Type"	"Collapsed_Cells"
"11025"	"diethylstilbestrol$FL1"	"diethylstilbestrol"	"Signature_Correlation"	"A375|HA1E|MCF7|PC3|YAPC"
"11026"	"dipraglurant$FL1"	"dipraglurant"	"Signature_Correlation"	"A375|HA1E|PC3"
"2812"	"dipraglurant$FL2"	"dipraglurant"	"Signature_Correlation"	"HELA|HT29|MCF7"
"2813"	"doxapram$FL1"	"doxapram"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"11027"	"EMD-53998$FL1"	"EMD-53998"	"Signature_Correlation"	"A375|HELA|HT29|MCF7"
"11028"	"eperezolid$FL1"	"eperezolid"	"Signature_Correlation"	"A375|HELA|HT29"
"2814"	"eperezolid$FL2"	"eperezolid"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"2815"	"epinephrine$FL1"	"epinephrine"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"2816"	"etazolate$FL1"	"etazolate"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"11029"	"famciclovir$FL1"	"famciclovir"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11030"	"febuxostat$FL1"	"febuxostat"	"Signature_Correlation"	"A375|PC3|YAPC"
"2817"	"febuxostat$FL2"	"febuxostat"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7"
"11031"	"fidarestat$FL1"	"fidarestat"	"Signature_Correlation"	"A375|HT29|MCF7"
"2818"	"fidarestat$FL2"	"fidarestat"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"11032"	"flavoxate$FL1"	"flavoxate"	"Signature_Correlation"	"A375|HT29|MCF7|PC3"
"2819"	"flavoxate$FL2"	"flavoxate"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"11033"	"fluticasone-propionate$FL1"	"fluticasone-propionate"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"11034"	"fomocaine$FL1"	"fomocaine"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11035"	"fosfomycin$FL1"	"fosfomycin"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|PC3"
"2820"	"gabapentin$FL1"	"gabapentin"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"11036"	"GSK-2636771$FL1"	"GSK-2636771"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"11037"	"guanethidine$FL1"	"guanethidine"	"Signature_Correlation"	"A375|MCF7|PC3"
"2821"	"guanethidine$FL2"	"guanethidine"	"Signature_Correlation"	"HA1E|HELA|HT29"
"11038"	"haloperidol$FL1"	"haloperidol"	"Signature_Correlation"	"A375|HA1E|HELA|HT29"
"2822"	"haloperidol$FL2"	"haloperidol"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"11039"	"hymecromone$FL1"	"hymecromone"	"Signature_Correlation"	"A375|HT29|MCF7|YAPC"
"2823"	"hymecromone$FL2"	"hymecromone"	"Signature_Correlation"	"HA1E|HELA|PC3"
"2824"	"idasanutlin$FL1"	"idasanutlin"	"Signature_Correlation"	"HA1E|HELA|HT29|PC3|YAPC"
"11040"	"ifosfamide$FL1"	"ifosfamide"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|PC3|YAPC"
"11041"	"ivermectin$FL1"	"ivermectin"	"Signature_Correlation"	"A375|HA1E|YAPC"
"3263"	"ivermectin$FL2"	"ivermectin"	"Signature_Correlation"	"HT29|MCF7|PC3"
"2825"	"ixazomib-citrate$FL1"	"ixazomib-citrate"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"3264"	"ixazomib-citrate$FL2"	"ixazomib-citrate"	"Signature_Correlation"	"HT29|PC3|YAPC"
"11042"	"JTE-907$FL1"	"JTE-907"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|YAPC"
"3265"	"lafutidine$FL1"	"lafutidine"	"Signature_Correlation"	"HELA|HT29|YAPC"
"2826"	"laropiprant$FL1"	"laropiprant"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|PC3"
"11043"	"levomequitazine$FL1"	"levomequitazine"	"Signature_Correlation"	"A375|HELA|MCF7|YAPC"
"2827"	"levomequitazine$FL2"	"levomequitazine"	"Signature_Correlation"	"HA1E|HT29|PC3"
"11044"	"linezolid$FL1"	"linezolid"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3"
"2828"	"methoxsalen$FL1"	"methoxsalen"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"2829"	"metolazone$FL1"	"metolazone"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"11045"	"MF-101$FL1"	"MF-101"	"Signature_Correlation"	"A375|HELA|MCF7"
"2830"	"MF-101$FL2"	"MF-101"	"Signature_Correlation"	"HA1E|HT29|YAPC"
"11046"	"miglitol$FL1"	"miglitol"	"Signature_Correlation"	"A375|HT29|MCF7"
"2831"	"miglitol$FL2"	"miglitol"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"11047"	"milacemide$FL1"	"milacemide"	"Signature_Correlation"	"A375|HA1E|YAPC"
"2832"	"milacemide$FL2"	"milacemide"	"Signature_Correlation"	"HELA|HT29|PC3"
"11048"	"milrinone$FL1"	"milrinone"	"Signature_Correlation"	"A375|HA1E|HELA|HT29"
"11049"	"mitomycin-c$FL1"	"mitomycin-c"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7"
"2833"	"mitomycin-c$FL2"	"mitomycin-c"	"Signature_Correlation"	"HT29|PC3|YAPC"
"11050"	"MK-3207$FL1"	"MK-3207"	"Signature_Correlation"	"A375|HT29|MCF7|YAPC"
"2834"	"MK-3207$FL2"	"MK-3207"	"Signature_Correlation"	"HA1E|HELA|PC3"
"11051"	"molindone$FL1"	"molindone"	"Signature_Correlation"	"A375|HA1E|HT29|PC3"
"11052"	"molsidomine$FL1"	"molsidomine"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|YAPC"
"11053"	"moxidectin$FL1"	"moxidectin"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|YAPC"
"11054"	"moxifloxacin$FL1"	"moxifloxacin"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"11055"	"nalbuphine$FL1"	"nalbuphine"	"Signature_Correlation"	"A375|HT29|MCF7|YAPC"
"11056"	"nefiracetam$FL1"	"nefiracetam"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"11057"	"NSC-4644$FL1"	"NSC-4644"	"Signature_Correlation"	"A375|HA1E|PC3"
"2835"	"NSC-4644$FL2"	"NSC-4644"	"Signature_Correlation"	"HELA|HT29|MCF7"
"11058"	"NXY-059$FL1"	"NXY-059"	"Signature_Correlation"	"A375|HELA|HT29"
"2836"	"NXY-059$FL2"	"NXY-059"	"Signature_Correlation"	"HA1E|MCF7|PC3|YAPC"
"11059"	"ORE-1001$FL1"	"ORE-1001"	"Signature_Correlation"	"A375|HA1E|YAPC"
"2837"	"ORE-1001$FL2"	"ORE-1001"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3"
"11060"	"orlistat$FL1"	"orlistat"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11061"	"pazufloxacin$FL1"	"pazufloxacin"	"Signature_Correlation"	"A375|HELA|HT29|PC3"
"2838"	"pazufloxacin$FL2"	"pazufloxacin"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"11062"	"penciclovir$FL1"	"penciclovir"	"Signature_Correlation"	"A375|HT29|PC3"
"2839"	"penciclovir$FL2"	"penciclovir"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"11063"	"PF-03084014$FL1"	"PF-03084014"	"Signature_Correlation"	"A375|HA1E|HELA"
"2840"	"PF-03084014$FL2"	"PF-03084014"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"2841"	"piclamilast$FL1"	"piclamilast"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"11064"	"picotamide$FL1"	"picotamide"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|YAPC"
"11065"	"prednisone$FL1"	"prednisone"	"Signature_Correlation"	"A375|HELA|HT29|PC3|YAPC"
"11066"	"preladenant$FL1"	"preladenant"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|YAPC"
"11067"	"progesterone$FL1"	"progesterone"	"Signature_Correlation"	"A375|HA1E|HELA"
"2842"	"progesterone$FL2"	"progesterone"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"2843"	"proglumide$FL1"	"proglumide"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"11068"	"pyrazinoylguanidine$FL1"	"pyrazinoylguanidine"	"Signature_Correlation"	"A375|HELA|HT29|PC3|YAPC"
"11069"	"raloxifene$FL1"	"raloxifene"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|YAPC"
"11070"	"RU-58841$FL1"	"RU-58841"	"Signature_Correlation"	"A375|HT29|MCF7|YAPC"
"2844"	"RU-58841$FL2"	"RU-58841"	"Signature_Correlation"	"HA1E|HELA|PC3"
"11071"	"sarsagenin$FL1"	"sarsagenin"	"Signature_Correlation"	"A375|HELA|PC3"
"2845"	"sarsagenin$FL2"	"sarsagenin"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"11072"	"SB-756050$FL1"	"SB-756050"	"Signature_Correlation"	"A375|HELA|MCF7"
"2846"	"SB-756050$FL2"	"SB-756050"	"Signature_Correlation"	"HA1E|PC3|YAPC"
"11073"	"scopolamine$FL1"	"scopolamine"	"Signature_Correlation"	"A375|HA1E|YAPC"
"3266"	"scopolamine$FL2"	"scopolamine"	"Signature_Correlation"	"HT29|MCF7|PC3"
"2847"	"SDZ-NKT-343$FL1"	"SDZ-NKT-343"	"Signature_Correlation"	"HA1E|PC3|YAPC"
"3267"	"SDZ-NKT-343$FL2"	"SDZ-NKT-343"	"Signature_Correlation"	"HELA|HT29|MCF7"
"2848"	"semaxanib$FL1"	"semaxanib"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|PC3|YAPC"
"11074"	"siguazodan$FL1"	"siguazodan"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|YAPC"
"11075"	"SKF-10047-(+)$FL1"	"SKF-10047-(+)"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"2849"	"SR-2640$FL1"	"SR-2640"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"11076"	"talnetant$FL1"	"talnetant"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"11077"	"taselisib$FL1"	"taselisib"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11078"	"tecastemizole$FL1"	"tecastemizole"	"Signature_Correlation"	"A375|PC3|YAPC"
"2850"	"tecastemizole$FL2"	"tecastemizole"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"11079"	"telotristat$FL1"	"telotristat"	"Signature_Correlation"	"A375|HELA|MCF7"
"2851"	"telotristat$FL2"	"telotristat"	"Signature_Correlation"	"HA1E|HT29|PC3|YAPC"
"11080"	"TG-100115$FL1"	"TG-100115"	"Signature_Correlation"	"A375|HT29|YAPC"
"2852"	"TG-100115$FL2"	"TG-100115"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"11081"	"ticagrelor$FL1"	"ticagrelor"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7"
"2853"	"ticagrelor$FL2"	"ticagrelor"	"Signature_Correlation"	"HELA|PC3|YAPC"
"11082"	"timofibrate$FL1"	"timofibrate"	"Signature_Correlation"	"A375|HELA|HT29|PC3|YAPC"
"11083"	"torcetrapib$FL1"	"torcetrapib"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"11084"	"triptorelin$FL1"	"triptorelin"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3"
"11085"	"umeclidinium$FL1"	"umeclidinium"	"Signature_Correlation"	"A375|HT29|YAPC"
"2854"	"umeclidinium$FL2"	"umeclidinium"	"Signature_Correlation"	"HA1E|MCF7|PC3"
"2855"	"ursodeoxycholyltaurine$FL1"	"ursodeoxycholyltaurine"	"Signature_Correlation"	"HELA|HT29|PC3"
"2856"	"ursolic-acid$FL1"	"ursolic-acid"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"11086"	"valsartan$FL1"	"valsartan"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"11087"	"ZK-200775$FL1"	"ZK-200775"	"Signature_Correlation"	"A375|HA1E|HT29"
"2857"	"ZK-200775$FL2"	"ZK-200775"	"Signature_Correlation"	"HELA|PC3|YAPC"
"11088"	"zofenopril-calcium$FL1"	"zofenopril-calcium"	"Signature_Correlation"	"A375|HELA|YAPC"
"2858"	"zofenopril-calcium$FL2"	"zofenopril-calcium"	"Signature_Correlation"	"HA1E|MCF7|PC3"
"11089"	"zolpidem$FL1"	"zolpidem"	"Signature_Correlation"	"A375|HA1E|HELA"
"2859"	"zolpidem$FL2"	"zolpidem"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"11090"	"zonisamide$FL1"	"zonisamide"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2860"	"zonisamide$FL2"	"zonisamide"	"Signature_Correlation"	"HELA|HT29|MCF7"
"11091"	"aminosalicylic-acid$FL1"	"aminosalicylic-acid"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|PC3"
"11092"	"amrinone$FL1"	"amrinone"	"Signature_Correlation"	"A375|HT29|PC3"
"2861"	"amrinone$FL2"	"amrinone"	"Signature_Correlation"	"HA1E|HELA|MCF7|YAPC"
"11093"	"avagacestat$FL1"	"avagacestat"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"11094"	"AZD-1981$FL1"	"AZD-1981"	"Signature_Correlation"	"A375|HELA|HT29|PC3"
"2862"	"AZD-1981$FL2"	"AZD-1981"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"11095"	"AZD-3514$FL1"	"AZD-3514"	"Signature_Correlation"	"A375|MCF7|PC3"
"2863"	"AZD-3514$FL2"	"AZD-3514"	"Signature_Correlation"	"HA1E|HT29|YAPC"
"11096"	"balapiravir$FL1"	"balapiravir"	"Signature_Correlation"	"A375|HA1E|HT29"
"2864"	"balapiravir$FL2"	"balapiravir"	"Signature_Correlation"	"HELA|MCF7|PC3|YAPC"
"11097"	"benazepril$FL1"	"benazepril"	"Signature_Correlation"	"A375|HA1E|HT29"
"2865"	"benazepril$FL2"	"benazepril"	"Signature_Correlation"	"HELA|PC3|YAPC"
"11098"	"bezafibrate$FL1"	"bezafibrate"	"Signature_Correlation"	"A375|HA1E|HELA"
"2866"	"bezafibrate$FL2"	"bezafibrate"	"Signature_Correlation"	"HT29|PC3|YAPC"
"11099"	"bimatoprost$FL1"	"bimatoprost"	"Signature_Correlation"	"A375|HA1E|HELA|YAPC"
"2867"	"bimatoprost$FL2"	"bimatoprost"	"Signature_Correlation"	"HT29|MCF7|PC3"
"11100"	"binimetinib$FL1"	"binimetinib"	"Signature_Correlation"	"A375|HT29|MCF7"
"2868"	"binimetinib$FL2"	"binimetinib"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"11101"	"BMS-707035$FL1"	"BMS-707035"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"11102"	"bromocriptine$FL1"	"bromocriptine"	"Signature_Correlation"	"A375|HA1E|HT29|PC3|YAPC"
"11103"	"candesartan$FL1"	"candesartan"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7"
"11104"	"capsaicin$FL1"	"capsaicin"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3|YAPC"
"11105"	"cediranib$FL1"	"cediranib"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"11106"	"cefozopran$FL1"	"cefozopran"	"Signature_Correlation"	"A375|HELA|MCF7|PC3|YAPC"
"11107"	"cinepazide$FL1"	"cinepazide"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|YAPC"
"11108"	"clofibric-acid$FL1"	"clofibric-acid"	"Signature_Correlation"	"A375|HELA|PC3"
"2869"	"clofibric-acid$FL2"	"clofibric-acid"	"Signature_Correlation"	"HA1E|HT29|MCF7|YAPC"
"11109"	"clomethiazole$FL1"	"clomethiazole"	"Signature_Correlation"	"A375|HA1E|HT29|YAPC"
"2870"	"clomethiazole$FL2"	"clomethiazole"	"Signature_Correlation"	"HELA|MCF7|PC3"
"11110"	"CTS-1027$FL1"	"CTS-1027"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3"
"2871"	"CX-4945$FL1"	"CX-4945"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"11111"	"cytochalasin-b$FL1"	"cytochalasin-b"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|YAPC"
"11112"	"dantrolene$FL1"	"dantrolene"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11113"	"darunavir$FL1"	"darunavir"	"Signature_Correlation"	"A375|HT29|PC3"
"2872"	"darunavir$FL2"	"darunavir"	"Signature_Correlation"	"HA1E|HELA|MCF7|YAPC"
"2873"	"dazoxiben$FL1"	"dazoxiben"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"11114"	"dehydroepiandrosterone$FL1"	"dehydroepiandrosterone"	"Signature_Correlation"	"A375|HT29|MCF7"
"2874"	"dehydroepiandrosterone$FL2"	"dehydroepiandrosterone"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"2875"	"desmopressin-acetate$FL1"	"desmopressin-acetate"	"Signature_Correlation"	"HA1E|HT29|PC3"
"3268"	"desmopressin-acetate$FL2"	"desmopressin-acetate"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"11115"	"dicoumarol$FL1"	"dicoumarol"	"Signature_Correlation"	"A375|HA1E|HELA|YAPC"
"2876"	"dicoumarol$FL2"	"dicoumarol"	"Signature_Correlation"	"HT29|MCF7|PC3"
"11116"	"dilazep$FL1"	"dilazep"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7"
"11117"	"donepezil$FL1"	"donepezil"	"Signature_Correlation"	"A375|HA1E|HT29|PC3"
"2877"	"donepezil$FL2"	"donepezil"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"11118"	"doxifluridine$FL1"	"doxifluridine"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|YAPC"
"11119"	"E-2012$FL1"	"E-2012"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|YAPC"
"11120"	"edoxudine$FL1"	"edoxudine"	"Signature_Correlation"	"A375|HELA|YAPC"
"3269"	"edoxudine$FL2"	"edoxudine"	"Signature_Correlation"	"HT29|MCF7|PC3"
"2878"	"erteberel$FL1"	"erteberel"	"Signature_Correlation"	"HELA|HT29|MCF7"
"11121"	"ethylenediaminetetraacetic-acid$FL1"	"ethylenediaminetetraacetic-acid"	"Signature_Correlation"	"A375|HA1E|HELA"
"2879"	"ethylenediaminetetraacetic-acid$FL2"	"ethylenediaminetetraacetic-acid"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"11122"	"etofylline-clofibrate$FL1"	"etofylline-clofibrate"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7"
"2880"	"etofylline-clofibrate$FL2"	"etofylline-clofibrate"	"Signature_Correlation"	"HT29|PC3|YAPC"
"11123"	"exherin$FL1"	"exherin"	"Signature_Correlation"	"A375|HA1E|HELA"
"2881"	"exherin$FL2"	"exherin"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"11124"	"faropenem$FL1"	"faropenem"	"Signature_Correlation"	"A375|HELA|MCF7"
"2882"	"faropenem$FL2"	"faropenem"	"Signature_Correlation"	"HA1E|HT29|PC3|YAPC"
"11125"	"finasteride$FL1"	"finasteride"	"Signature_Correlation"	"A375|HA1E|HELA"
"2883"	"finasteride$FL2"	"finasteride"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"11126"	"fipronil$FL1"	"fipronil"	"Signature_Correlation"	"A375|HA1E|PC3"
"2884"	"fipronil$FL2"	"fipronil"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"11127"	"FK-888$FL1"	"FK-888"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|YAPC"
"11128"	"fludroxycortide$FL1"	"fludroxycortide"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"11129"	"ginkgolide-b$FL1"	"ginkgolide-b"	"Signature_Correlation"	"A375|HELA|PC3"
"3270"	"ginkgolide-b$FL2"	"ginkgolide-b"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"11130"	"gliquidone$FL1"	"gliquidone"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7"
"2885"	"isosorbide-mononitrate$FL1"	"isosorbide-mononitrate"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"11131"	"ketanserin$FL1"	"ketanserin"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|YAPC"
"11132"	"levetiracetam$FL1"	"levetiracetam"	"Signature_Correlation"	"A375|HA1E|HELA"
"2886"	"levetiracetam$FL2"	"levetiracetam"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"11133"	"loratadine$FL1"	"loratadine"	"Signature_Correlation"	"A375|MCF7|YAPC"
"2887"	"loratadine$FL2"	"loratadine"	"Signature_Correlation"	"HA1E|HELA|HT29|PC3"
"11134"	"macitentan$FL1"	"macitentan"	"Signature_Correlation"	"A375|HA1E|HELA"
"2888"	"macitentan$FL2"	"macitentan"	"Signature_Correlation"	"HT29|PC3|YAPC"
"11135"	"masoprocol$FL1"	"masoprocol"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"11136"	"maxacalcitol$FL1"	"maxacalcitol"	"Signature_Correlation"	"A375|HELA|HT29|MCF7|PC3|YAPC"
"11137"	"meclofenamic-acid$FL1"	"meclofenamic-acid"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2889"	"meclofenamic-acid$FL2"	"meclofenamic-acid"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"11138"	"meloxicam$FL1"	"meloxicam"	"Signature_Correlation"	"A375|HA1E|HELA"
"2890"	"meloxicam$FL2"	"meloxicam"	"Signature_Correlation"	"HT29|PC3|YAPC"
"2891"	"mepacrine$FL1"	"mepacrine"	"Signature_Correlation"	"HA1E|HELA|MCF7|PC3|YAPC"
"11139"	"mepazine$FL1"	"mepazine"	"Signature_Correlation"	"A375|MCF7|PC3"
"2892"	"mepazine$FL2"	"mepazine"	"Signature_Correlation"	"HA1E|HELA|HT29|YAPC"
"11140"	"merbarone$FL1"	"merbarone"	"Signature_Correlation"	"A375|HA1E|HELA|HT29"
"2893"	"merbarone$FL2"	"merbarone"	"Signature_Correlation"	"MCF7|PC3|YAPC"
"11141"	"methyldopa$FL1"	"methyldopa"	"Signature_Correlation"	"A375|HELA|HT29"
"2894"	"methyldopa$FL2"	"methyldopa"	"Signature_Correlation"	"HA1E|MCF7|PC3|YAPC"
"11142"	"miconazole$FL1"	"miconazole"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"2895"	"mirodenafil$FL1"	"mirodenafil"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"11143"	"N6022$FL1"	"N6022"	"Signature_Correlation"	"A375|HA1E|HELA"
"2896"	"N6022$FL2"	"N6022"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"11144"	"nelarabine$FL1"	"nelarabine"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"2897"	"nemonapride$FL1"	"nemonapride"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"11145"	"nizofenone$FL1"	"nizofenone"	"Signature_Correlation"	"A375|HELA|PC3|YAPC"
"2898"	"nizofenone$FL2"	"nizofenone"	"Signature_Correlation"	"HA1E|HT29|MCF7"
"11146"	"NMS-1286937$FL1"	"NMS-1286937"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|PC3"
"11147"	"otamixaban$FL1"	"otamixaban"	"Signature_Correlation"	"A375|MCF7|PC3|YAPC"
"2899"	"otamixaban$FL2"	"otamixaban"	"Signature_Correlation"	"HA1E|HELA|HT29"
"2900"	"palovarotene$FL1"	"palovarotene"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"11148"	"PF-04447943$FL1"	"PF-04447943"	"Signature_Correlation"	"A375|HA1E|HT29|PC3"
"2901"	"PF-04447943$FL2"	"PF-04447943"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"2902"	"phenazone$FL1"	"phenazone"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"11149"	"pilaralisib$FL1"	"pilaralisib"	"Signature_Correlation"	"A375|HELA|PC3"
"2903"	"pilaralisib$FL2"	"pilaralisib"	"Signature_Correlation"	"HA1E|HT29|MCF7|YAPC"
"2904"	"pilocarpine$FL1"	"pilocarpine"	"Signature_Correlation"	"HELA|PC3|YAPC"
"11150"	"pimavanserin$FL1"	"pimavanserin"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|YAPC"
"11151"	"pimobendan$FL1"	"pimobendan"	"Signature_Correlation"	"A375|PC3|YAPC"
"2905"	"pimobendan$FL2"	"pimobendan"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"11152"	"piribedil$FL1"	"piribedil"	"Signature_Correlation"	"A375|HA1E|HELA|YAPC"
"2906"	"piribedil$FL2"	"piribedil"	"Signature_Correlation"	"HT29|MCF7|PC3"
"11153"	"podophyllotoxin$FL1"	"podophyllotoxin"	"Signature_Correlation"	"A375|HA1E|HELA"
"2907"	"podophyllotoxin$FL2"	"podophyllotoxin"	"Signature_Correlation"	"HT29|MCF7|PC3"
"11154"	"refametinib$FL1"	"refametinib"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7|YAPC"
"11155"	"repaglinide$FL1"	"repaglinide"	"Signature_Correlation"	"A375|HA1E|MCF7|YAPC"
"2908"	"repaglinide$FL2"	"repaglinide"	"Signature_Correlation"	"HELA|HT29|PC3"
"11156"	"rivaroxaban$FL1"	"rivaroxaban"	"Signature_Correlation"	"A375|HA1E|HELA|YAPC"
"2909"	"rivaroxaban$FL2"	"rivaroxaban"	"Signature_Correlation"	"HT29|MCF7|PC3"
"2910"	"rosuvastatin$FL1"	"rosuvastatin"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|YAPC"
"11157"	"sasapyrine$FL1"	"sasapyrine"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2911"	"sasapyrine$FL2"	"sasapyrine"	"Signature_Correlation"	"HELA|HT29|MCF7"
"11158"	"SB-271046$FL1"	"SB-271046"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2912"	"SB-271046$FL2"	"SB-271046"	"Signature_Correlation"	"HELA|HT29|MCF7"
"11159"	"SEP-227900$FL1"	"SEP-227900"	"Signature_Correlation"	"A375|HA1E|HELA"
"2913"	"SEP-227900$FL2"	"SEP-227900"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"2914"	"T-5224$FL1"	"T-5224"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"11160"	"tacrine$FL1"	"tacrine"	"Signature_Correlation"	"A375|HELA|PC3"
"2915"	"tacrine$FL2"	"tacrine"	"Signature_Correlation"	"HA1E|HT29|MCF7|YAPC"
"2916"	"TAK-285$FL1"	"TAK-285"	"Signature_Correlation"	"HA1E|HELA|HT29|MCF7|PC3|YAPC"
